template_name,particle_name,baseline_count,baseline_rate,observed_count,observed_rate,log_odds
bipartite_6_6,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
bipartite_6_6,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
bipartite_6_6,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
bipartite_6_6,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
bipartite_6_6,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
bipartite_6_6,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
bipartite_6_6,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
bipartite_6_6,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
bipartite_6_6,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
bipartite_6_6,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
bipartite_6_6,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
bipartite_6_6,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
bipartite_5_5,delta_1620,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
bipartite_5_5,delta_1900,8,0.013980263157894737,0,0.041666666666666664,1.0920548881219505
bipartite_5_5,delta_1910,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
bipartite_5_5,delta_1920,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
bipartite_5_5,delta_1930,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
bipartite_5_5,delta_1950,26,0.04358552631578947,0,0.041666666666666664,-0.04502368137395513
bipartite_5_5,lambda_c,48,0.07976973684210527,0,0.041666666666666664,-0.6494427463252163
bipartite_5_5,lambda_c_2860,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
bipartite_5_5,meson_d_star_plus,16,0.027138157894736843,0,0.041666666666666664,0.4287606707116864
bipartite_5_5,meson_d_star_zero,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
bipartite_5_5,meson_ds,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
bipartite_5_5,meson_ds0_2317,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
bipartite_5_5,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
bipartite_5_5,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
bipartite_5_5,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
bipartite_5_5,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
bipartite_5_5,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
bipartite_5_5,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
bipartite_5_5,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
bipartite_5_5,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
bipartite_5_5,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
bipartite_5_5,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
bipartite_5_5,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
bipartite_5_5,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_5,delta_1620,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_5,delta_1900,8,0.013980263157894737,0,0.041666666666666664,1.0920548881219505
ladder_5,delta_1910,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ladder_5,delta_1920,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ladder_5,delta_1930,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_5,delta_1950,26,0.04358552631578947,0,0.041666666666666664,-0.04502368137395513
ladder_5,lambda_c,48,0.07976973684210527,0,0.041666666666666664,-0.6494427463252163
ladder_5,lambda_c_2860,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ladder_5,meson_d_star_plus,16,0.027138157894736843,0,0.041666666666666664,0.4287606707116864
ladder_5,meson_d_star_zero,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ladder_5,meson_ds,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_5,meson_ds0_2317,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ladder_5,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_5,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ladder_5,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ladder_5,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ladder_5,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
ladder_5,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
ladder_5,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ladder_5,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ladder_5,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
ladder_5,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ladder_5,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ladder_5,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_9,delta_1620,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_9,delta_1900,8,0.013980263157894737,0,0.041666666666666664,1.0920548881219505
ring_9,delta_1910,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ring_9,delta_1920,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ring_9,delta_1930,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_9,delta_1950,26,0.04358552631578947,0,0.041666666666666664,-0.04502368137395513
ring_9,lambda_c,48,0.07976973684210527,0,0.041666666666666664,-0.6494427463252163
ring_9,lambda_c_2860,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ring_9,meson_d_star_plus,16,0.027138157894736843,0,0.041666666666666664,0.4287606707116864
ring_9,meson_d_star_zero,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ring_9,meson_ds,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_9,meson_ds0_2317,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_9,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_9,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ring_9,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_9,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ring_9,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
ring_9,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
ring_9,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_9,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_9,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
ring_9,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_9,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_9,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_12,delta_1620,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_12,delta_1900,8,0.013980263157894737,0,0.041666666666666664,1.0920548881219505
ring_12,delta_1910,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ring_12,delta_1920,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ring_12,delta_1930,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_12,delta_1950,26,0.04358552631578947,0,0.041666666666666664,-0.04502368137395513
ring_12,lambda_c,48,0.07976973684210527,0,0.041666666666666664,-0.6494427463252163
ring_12,lambda_c_2860,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ring_12,meson_d_star_plus,16,0.027138157894736843,0,0.041666666666666664,0.4287606707116864
ring_12,meson_d_star_zero,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ring_12,meson_ds,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_12,meson_ds0_2317,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_12,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_12,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ring_12,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_12,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ring_12,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
ring_12,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
ring_12,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_12,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_12,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
ring_12,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_12,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_12,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_6,delta_1620,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_6,delta_1900,8,0.013980263157894737,0,0.041666666666666664,1.0920548881219505
ladder_6,delta_1910,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ladder_6,delta_1920,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ladder_6,delta_1930,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_6,delta_1950,26,0.04358552631578947,0,0.041666666666666664,-0.04502368137395513
ladder_6,lambda_c,48,0.07976973684210527,0,0.041666666666666664,-0.6494427463252163
ladder_6,lambda_c_2860,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ladder_6,meson_d_star_plus,16,0.027138157894736843,0,0.041666666666666664,0.4287606707116864
ladder_6,meson_d_star_zero,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ladder_6,meson_ds,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_6,meson_ds0_2317,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ladder_6,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ladder_6,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ladder_6,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ladder_6,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ladder_6,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
ladder_6,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
ladder_6,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ladder_6,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ladder_6,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
ladder_6,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ladder_6,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ladder_6,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_11,delta_1620,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_11,delta_1900,8,0.013980263157894737,0,0.041666666666666664,1.0920548881219505
ring_11,delta_1910,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ring_11,delta_1920,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ring_11,delta_1930,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_11,delta_1950,26,0.04358552631578947,0,0.041666666666666664,-0.04502368137395513
ring_11,lambda_c,48,0.07976973684210527,0,0.041666666666666664,-0.6494427463252163
ring_11,lambda_c_2860,12,0.02055921052631579,0,0.041666666666666664,0.7063924073099658
ring_11,meson_d_star_plus,16,0.027138157894736843,0,0.041666666666666664,0.4287606707116864
ring_11,meson_d_star_zero,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ring_11,meson_ds,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_11,meson_ds0_2317,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_11,meson_ds1_2460,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
ring_11,meson_ds1_2536,20,0.033717105263157895,0,0.041666666666666664,0.21169616547385875
ring_11,meson_ds_star,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_11,meson_ds_star_2090_DOF,70,0.11595394736842106,0,0.041666666666666664,-1.0234916582000018
ring_11,meson_ds_star_2180_DOF,10,0.017269736842105265,0,0.041666666666666664,0.8807457944547434
ring_11,meson_phi_1680,4,0.007401315789473684,0,0.041666666666666664,1.7280436548419473
ring_11,sigma_1775,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_11,triton,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_11,unknown,210,0.3462171052631579,0,0.041666666666666664,-2.1173646015042147
ring_11,xi_c_2645,14,0.023848684210526317,0,0.041666666666666664,0.5579724021916926
ring_11,xi_c_plus,6,0.01069078947368421,0,0.041666666666666664,1.36031887471663
ring_11,xi_c_prime_2575,2,0.004111842105263158,0,0.041666666666666664,2.3158303197440664
